Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
670089,The Fourth Turning: An American Prophecy—What the Cycles of History Tell Us About America's Next Rendezvous with Destiny,William Strauss,"Strauss, William",Neil Howe,0767900464,9780767900461,3.0,Crown,Paperback,401,1997,1996,2022/03/03,2022/02/13,,,read,,,,1,0
18730589,1177 B.C.: The Year Civilization Collapsed,Eric H. Cline,"Cline, Eric H.",Barry S. Strauss,0691140898,9780691140896,4.0,Princeton University Press,Hardcover,264,2014,2014,2022/02/22,2022/02/18,,,read,,,,1,0
53054822,The Habsburgs: To Rule the World,Martyn Rady,"Rady, Martyn",,1541644506,9781541644502,4.0,Basic Books,Hardcover,416,2020,2020,2022/02/13,2022/02/07,,,read,,,,1,0
32784222,Demystifying Public Speaking,Lara   Hogan,"Hogan, Lara",,1937557529,9781937557522,4.0,A Book Apart,Paperback,83,2016,,2022/02/07,2022/01/21,,,read,,,,1,0
64948,Whispers,Dean Koontz,"Koontz, Dean",,042520992X,9780425209929,4.0,Berkley,Paperback,464,2006,1980,2022/01/30,2022/01/24,,,read,,,,1,0
3328218,The Story of Human Language,John McWhorter,"McWhorter, John",,1565859472,9781565859470,4.0,Teaching Company,Audio CD,19,2004,2004,2022/01/23,2021/11/28,,,read,,,,1,0
56481725,Staff Engineer: Leadership Beyond the Management Track,Will Larson,"Larson, Will",Tanya Reilly,1736417908,,5.0,Will Larson,Kindle Edition,337,2021,,2022/01/17,2022/01/12,,,read,,,,1,0
43230718,Alexander the Great: His Life and His Mysterious Death,Anthony Everitt,"Everitt, Anthony",,0425286525,9780425286524,4.0,Random House,Hardcover,496,2019,2019,2022/01/12,2021/12/29,,,read,,,,1,0
43868109,Empire of Pain: The Secret History of the Sackler Dynasty,Patrick Radden Keefe,"Keefe, Patrick Radden",,0385545681,9780385545686,5.0,Doubleday,Hardcover,535,2021,2021,2021/12/29,2021/12/19,,,read,,,,1,0
28335699,"Leviathan Falls (The Expanse, #9)",James S.A. Corey,"Corey, James S.A.",,0356510395,9780356510392,4.0,Orbit ,Hardcover,528,2022,2021,2021/12/19,2021/11/30,,,read,,,,1,0
26889576,The Big Short: Inside the Doomsday Machine,Michael   Lewis,"Lewis, Michael",,039335315X,9780393353150,5.0,W. W. Norton & Company,Paperback,291,2015,2010,2021/11/22,2021/11/22,,,read,,,,1,0
15811559,The Plantagenets: The Warrior Kings and Queens Who Made England,Dan Jones,"Jones, Dan",,0670026654,9780670026654,4.0,Viking,Hardcover,517,2013,2012,2021/11/17,2021/11/09,,,read,,,,1,0
34184069,The Storm Before the Storm: The Beginning of the End of the Roman Republic,Mike     Duncan,"Duncan, Mike",,1610397215,9781610397216,5.0,PublicAffairs,Hardcover,327,2017,2017,2021/11/01,2021/10/30,,,read,,,,1,0
27833670,Dark Matter,Blake Crouch,"Crouch, Blake",,1101904224,9781101904220,5.0,Ballantine Books,Hardcover,342,2016,2016,2017/03/26,2017/01/17,,,read,,,,2,0
19581,Ghost Story,Peter Straub,"Straub, Peter",,0671685635,9780671685638,3.0,"Pocket Books / Simon & Schuster, Inc.",Mass Market Paperback,567,1989,1979,2021/10/20,2021/10/06,,,read,,,,1,0
32260,Gravity,Tess Gerritsen,"Gerritsen, Tess",,0006513085,9780006513087,4.0,Pocket Books,Paperback,342,2000,1999,2021/10/16,2021/10/15,,,read,,,,1,0
33369254,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,Camille Fournier,"Fournier, Camille",,1491973897,9781491973899,5.0,O'Reilly Media,Paperback,226,2017,2017,2021/10/06,2020/10/28,,,read,,,,1,0
149267,The Stand,Stephen  King,"King, Stephen",Bernie Wrightson,,,4.0,Doubleday Books,Hardcover,1152,1990,1978,2021/10/04,2021/09/29,,,read,,,,1,0
25499718,"Children of Time (Children of Time, #1)",Adrian Tchaikovsky,"Tchaikovsky, Adrian",,1447273281,9781447273288,3.0,PanMacmillan,Hardcover,600,2015,2015,2021/08/28,2021/01/20,,,read,,,,1,0
43615,"The Gunslinger (The Dark Tower, #1)",Stephen  King,"King, Stephen",,,,4.0,Plume,Paperback,231,2003,1982,2021/08/19,2021/08/10,,,read,,,,1,0
49825416,The Plant-Based Cyclist,Nigel Mitchell,"Mitchell, Nigel",,1527249247,9781527249240,3.0,Global Cycling Network,Paperback,244,2019,,2021/08/06,2021/07/03,,,read,,,,1,0
42046112,Recursion,Blake Crouch,"Crouch, Blake",,1524759783,9781524759780,4.0,Crown,Hardcover,329,2019,2019,2021/08/06,2021/08/06,,,read,,,,1,0
23425,Status Anxiety (Vintage International),Alain de Botton,"Botton, Alain de",,0375725350,9780375725357,4.0,Vintage,Paperback,306,2005,2004,2021/07/06,2021/07/04,,,read,,,,1,0
41721428,Can't Hurt Me: Master Your Mind and Defy the Odds,David Goggins,"Goggins, David",,1544512260,,3.0,Lioncrest Publishing,Kindle Edition,366,2018,2018,2021/07/04,2021/07/03,,,read,,,,1,0
38530946,The Incomplete Book of Running,Peter Sagal,"Sagal, Peter",,1451696248,9781451696240,5.0,Simon & Schuster,Hardcover,197,2018,2018,2019/08/03,2019/08/01,,,read,,,,2,0
54968118,"The Code Breaker: Jennifer Doudna, Gene Editing, and the Future of the Human Race",Walter Isaacson,"Isaacson, Walter",,1982115858,9781982115852,5.0,Simon & Schuster,Hardcover,536,2021,2021,2021/06/10,2020/12/20,,,read,,,,1,0
35133922,Educated,Tara Westover,"Westover, Tara",,0399590501,9780399590504,4.0,Random House,Hardcover,352,2018,2018,2021/05/29,2019/07/02,,,read,,,,1,0
54798175,Later,Stephen  King,"King, Stephen",,,,4.0,Hard Case Crime,Kindle Edition,248,2021,2021,2021/05/18,2021/05/17,,,read,,,,1,0
54493401,Project Hail Mary,Andy Weir,"Weir, Andy",,0593135202,9780593135204,5.0,Ballantine Books,Hardcover,476,2021,2021,2021/05/13,2021/02/08,favorites,favorites (#28),read,,,,1,0
23168817,"The Dark Forest (Remembrance of Earth’s Past, #2)",Liu Cixin,"Cixin, Liu",Joel Martinsen,,,4.0,Tor Books,Hardcover,512,2015,2008,2021/05/10,2020/06/29,,,read,,,,1,0
13589182,Mastery,Robert Greene,"Greene, Robert",,0670024961,9780670024964,5.0,Viking,Hardcover,318,2012,2012,2019/05/14,2019/05/07,favorites,favorites (#20),read,,,,2,0
1303,The 48 Laws of Power,Robert Greene,"Greene, Robert",,0140280197,9780140280197,5.0,Penguin Books,Paperback,452,2000,1999,2021/04/15,2019/07/02,,,read,,,,1,0
22512931,Building Microservices: Designing Fine-Grained Systems,Sam Newman,"Newman, Sam",,1491950358,9781491950357,3.0,O'Reilly Media,Paperback,473,2015,2014,2021/04/12,2020/12/14,,,read,,,,1,0
28335698,"Tiamat's Wrath (The Expanse, #8)",James S.A. Corey,"Corey, James S.A.",,0316332879,9780316332873,5.0,Orbit Books,Hardcover,534,2019,2019,2021/02/23,2021/01/20,,,read,,,,1,0
11590,’Salem’s Lot,Stephen  King,"King, Stephen",,0450031063,9780450031069,5.0,New English Library,Paperback,483,1991,1975,2019/04/22,2019/04/22,,,read,,,,2,0
10569,On Writing: A Memoir of the Craft,Stephen  King,"King, Stephen",,0743455967,9780743455961,5.0,Pocket Books,Mass Market Paperback,320,2002,2002,2019/04/01,2019/03/28,,,read,,,,2,0
55361205,A Promised Land,Barack Obama,"Obama, Barack",,1524763187,9781524763183,5.0,Crown,Kindle Edition,768,2020,2020,2021/01/18,2021/01/09,,,read,,,,1,0
28335696,"Persepolis Rising (The Expanse, #7)",James S.A. Corey,"Corey, James S.A.",,0316332828,9780316332828,4.0,Orbit Books,Kindle Edition,608,2017,2017,2021/01/12,2021/01/09,,,read,,,,1,0
204567,"The Expectant Father: Facts, Tips and Advice for Dads-to-Be",Armin A. Brott,"Brott, Armin A.",Jennifer Ash,0789205386,9780789205384,4.0,Abbeville Press,Paperback,271,2001,1995,2020/12/13,2020/07/31,,,read,,,,1,0
40102,Blink: The Power of Thinking Without Thinking,Malcolm Gladwell,"Gladwell, Malcolm","Irina Henegar, Barry Fox",0316010669,9780316010665,5.0,Back Bay Books,Paperback,296,2007,2005,2020/10/29,2020/10/18,,,read,,,,1,0
25109947,"Lovecraft Country (Lovecraft Country, #1)",Matt Ruff,"Ruff, Matt",,,,3.0,Harper,ebook,400,2016,2016,2020/09/22,2020/09/06,,,read,,,,1,0
18775247,Mr. Mercedes (Bill Hodges #1),Stephen  King,"King, Stephen",,1476754454,9781476754451,4.0,Scribner,Hardcover,437,2014,2014,2020/08/27,2020/08/15,,,read,,,,1,0
25877663,"Babylon’s Ashes (The Expanse, #6)",James S.A. Corey,"Corey, James S.A.",,0356504263,9780356504261,4.0,Orbit,Hardcover,532,2016,2016,2020/08/15,2020/08/06,,,read,,,,1,0
18667754,From Dude to Dad: The Diaper Dude Guide to Pregnancy,Chris Pegula,"Pegula, Chris",Frank Meyer,0399166262,9780399166266,3.0,Tarcher,Paperback,224,2014,2014,2020/08/12,2020/07/31,,,read,,,,1,0
22886612,"Nemesis Games (The Expanse, #5)",James S.A. Corey,"Corey, James S.A.",,031621759X,9780316217590,4.0,Orbit,Kindle Edition,536,2015,2015,2020/08/06,2020/07/31,,,read,,,,1,0
45706883,The Other People,C.J. Tudor,"Tudor, C.J.",,1984824996,9781984824998,5.0,Ballantine Books,Hardcover,327,2020,2020,2020/08/02,2020/08/01,,,read,,,,1,0
45754167,If It Bleeds (Holly Gibney #2),Stephen  King,"King, Stephen",,,,4.0,Hodder & Stoughton,Paperback,447,2020,2020,2020/07/23,2020/05/02,,,read,,,,1,0
4069,Man's Search for Meaning,Viktor E. Frankl,"Frankl, Viktor E.","Ilse Lasch, William J. Winslade, Harold S. Kushner",080701429X,9780807014295,4.0,Beacon Press,Paperback,165,2006,1946,2020/07/18,2020/01/27,,,read,,,,1,0
43582733,Stillness Is the Key,Ryan Holiday,"Holiday, Ryan",,0525538585,9780525538585,4.0,Portfolio,Hardcover,288,2019,2019,2020/07/15,2020/06/30,,,read,,,,1,0
49003616,"A Beautifully Foolish Endeavor (The Carls, #2)",Hank Green,"Green, Hank",,152474347X,9781524743475,5.0,Dutton,Hardcover,452,2020,2020,2020/07/13,2020/07/13,,,read,,,,1,0
16130549,"Doctor Sleep (The Shining, #2)",Stephen  King,"King, Stephen",,1476727651,9781476727653,4.0,Scribner,Hardcover,531,2013,2013,2020/07/06,2020/07/04,,,read,,,,1,0
20518872,"The Three-Body Problem (Remembrance of Earth’s Past, #1)",Liu Cixin,"Cixin, Liu",Ken Liu,,,5.0,Tor Books,Hardcover,472,2014,2006,2020/06/29,2020/06/07,favorites,favorites (#27),read,,,,1,0
17934530,"Annihilation (Southern Reach, #1)",Jeff Vandermeer,"Vandermeer, Jeff",,0374104093,9780374104092,3.0,"Farrar, Straus and Giroux",Paperback,195,2014,2014,2020/06/25,2020/06/20,,,read,,,,1,0
361148,"True Story: Murder, Memoir, Mea Culpa",Michael Finkel,"Finkel, Michael",,006058047X,9780060580476,4.0,HarperCollins,Hardcover,312,2005,2005,2020/06/20,2020/06/20,,,read,,,,1,0
30687200,The Stranger in the Woods: The Extraordinary Story of the Last True Hermit,Michael Finkel,"Finkel, Michael",Mark Bramhall,1101924926,9781101924921,5.0,Books on Tape,Audio CD,209,2017,2017,2020/06/07,2020/06/07,,,read,,,,1,0
15803137,A Grand Complication: The Race to Build the World's Most Legendary Watch,Stacy Perman,"Perman, Stacy",,1439190089,9781439190081,4.0,Atria Books,Hardcover,352,2013,2013,2020/04/05,2019/09/23,,,read,,,,1,0
52036,Siddhartha,Hermann Hesse,"Hesse, Hermann",Hilda Rosner,,,5.0,Bantam Books,Mass Market Paperback,152,1981,1922,2020/04/01,2020/03/28,favorites,favorites (#26),read,,,,1,0
1319,The War of Art,Steven Pressfield,"Pressfield, Steven",Robert McKee,,,4.0,Warner Books,Paperback,168,2003,2002,2020/03/28,2020/03/28,,,read,,,,1,0
18765,"I, Claudius (Claudius, #1)",Robert Graves,"Graves, Robert",,067972477X,9780679724773,3.0,Vintage,Paperback,469,1989,1934,2020/03/25,2020/03/14,,,read,,,,1,0
36124936,"The Outsider (Holly Gibney, #1)",Stephen  King,"King, Stephen",,1501180983,9781501180989,5.0,Scribner,Hardcover,561,2018,2018,2018/10/01,2018/09/24,,,read,,,,2,0
55151,The Fall of Carthage: The Punic Wars 265–146 BC,Adrian Goldsworthy,"Goldsworthy, Adrian",,0304366420,9780304366422,4.0,Orion Publishing Co.,Paperback,416,2007,2000,2020/03/01,2020/02/20,,,read,,,,1,0
37905008,The Enchiridion,Epictetus,"Epictetus, Epictetus",,,,5.0,,Kindle Edition,63,2017,125,2019/07/12,2019/07/02,,,read,,,,1,0
31138556,Homo Deus: A History of Tomorrow,Yuval Noah Harari,"Harari, Yuval Noah",,,,5.0,Harper,ebook,450,2017,2015,2020/02/20,2020/02/16,,,read,,,,1,0
18656030,"Cibola Burn (The Expanse, #4)",James S.A. Corey,"Corey, James S.A.",,,,4.0,Orbit,Hardcover,581,2014,2014,2020/02/09,2020/02/03,,,read,,,,1,0
38820046,21 Lessons for the 21st Century,Yuval Noah Harari,"Harari, Yuval Noah",,0525512179,9780525512172,4.0,Random House,Hardcover,372,2018,2018,2020/01/26,2020/01/24,,,read,,,,1,0
43848929,Talking to Strangers: What We Should Know About the People We Don't Know,Malcolm Gladwell,"Gladwell, Malcolm",,0316478520,9780316478526,4.0,"Little, Brown and Company",Hardcover,388,2019,2019,2020/01/06,2019/12/28,,,read,,,,1,0
41160292,Exhalation,Ted Chiang,"Chiang, Ted",,,,4.0,Knopf,ebook,368,2019,2019,2020/01/02,2019/12/30,,,read,,,,1,0
36613747,How to Change Your Mind: The New Science of Psychedelics,Michael Pollan,"Pollan, Michael",,0241294223,9780241294222,4.0,ALLEN LANE,Hardcover,480,2018,2018,2019/12/30,2019/10/13,,,read,,,,1,0
39725381,The Beauty of Time,François Chaille,"Chaille, François",Dominique Flechon,208020341X,9782080203410,5.0, Flammarion,Hardcover,280,2018,,2019/12/28,2019/12/24,,,read,"This one was truly a delight. If you interested in the history of art, timekeeping, and where they intersect you should add this book to your reading list. The level of detail the authors go into is phenomenal. As a plus it's also filled with beautiful photographs of historical timepieces, art, and pieces that blur the lines between the two. Highly recommended.",,,1,0
23692271,Sapiens: A Brief History of Humankind,Yuval Noah Harari,"Harari, Yuval Noah",,,,5.0,Vintage,Paperback,512,2015,2011,2019/12/11,2019/12/04,favorites,favorites (#25),read,,,,1,0
18047895,The Theory of Horology,Charles-André Reymondin,"Reymondin, Charles-André","Georges Monnier, Didier Jeanneret, Umberto Pelaratti",2940025126,9782940025121,0,The Technical College of the Vallee De Joux,Hardcover,368,2003,2003,2019/12/04,2019/09/23,,,read,,,,1,0
11588,"The Shining (The Shining, #1)",Stephen  King,"King, Stephen",,0450040186,9780450040184,4.0,New English Library,Mass Market Paperback,497,1980,1977,2019/11/22,2018/10/03,,,read,,,,1,0
17333223,The Goldfinch,Donna Tartt,"Tartt, Donna",,0316055433,9780316055437,5.0,"Little, Brown",Hardcover,771,2013,2013,2019/11/14,2019/11/12,favorites,favorites (#24),read,,,,1,0
40651883,Snow Crash,Neal Stephenson,"Stephenson, Neal",,,,3.0,Spectra,Kindle Edition,559,2018,1992,2019/10/13,2018/10/03,,,read,,,,1,0
46223297,Permanent Record,Edward Snowden,"Snowden, Edward",,1250237238,9781250237231,5.0,Metropolitan Books,Hardcover,339,2019,2019,2019/09/28,2019/09/23,favorites,favorites (#23),read,,,,1,0
16433,"Forever Odd (Odd Thomas, #2)",Dean Koontz,"Koontz, Dean",,0553588265,9780553588262,4.0,Bantam Books,Paperback,364,2006,2005,2019/09/19,2019/09/19,,,read,,,,1,0
43798285,The Institute,Stephen  King,"King, Stephen",,,,5.0,Scribner,Hardcover,561,2019,2019,2019/09/15,2019/09/11,favorites,favorites (#22),read,,,,1,0
14995,"Odd Thomas (Odd Thomas, #1)",Dean Koontz,"Koontz, Dean",,0553384287,9780553384284,5.0,Bantam,Paperback,446,2006,2003,2019/09/11,2019/09/07,favorites,favorites (#21),read,,,,1,0
22928952,The Mindful Athlete: Secrets to Pure Performance,George Mumford,"Mumford, George",,1941529062,9781941529065,5.0,Parallax Press,Hardcover,256,2015,2015,2019/09/06,2019/08/07,,,read,,,,1,0
34312336,The Templars: The Rise and Spectacular Fall of God's Holy Warriors,Dan Jones,"Jones, Dan",,0525428305,9780525428305,4.0,Viking,Hardcover,448,2017,2017,2019/09/04,2018/08/27,,,read,,,,1,0
41014339,"Endure: Mind, Body, and the Curiously Elastic Limits of Human Performance",Alex  Hutchinson,"Hutchinson, Alex",,,,5.0,Custom House,Kindle Edition,333,2018,2018,2019/09/04,2019/08/14,,,read,,,,1,0
35356382,The Chalk Man,C.J. Tudor,"Tudor, C.J.",,1524760986,9781524760984,4.0,Crown,Hardcover,280,2018,2018,2019/09/02,2019/08/31,,,read,,,,1,0
169762,"The Pox Party (The Astonishing Life of Octavian Nothing, Traitor to the Nation, #1)",M.T. Anderson,"Anderson, M.T.",,0763624020,9780763624026,4.0,Candlewick Press,Hardcover,368,2006,2006,2019/08/31,2019/08/14,,,read,,,,1,0
41824495,"Fall; or, Dodge in Hell",Neal Stephenson,"Stephenson, Neal",,006245871X,9780062458711,3.0,William Morrow,Hardcover,883,2019,2019,2019/08/11,2019/03/15,,,read,,,,1,0
40121378,Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones,James Clear,"Clear, James",,,,4.0,Avery,Kindle Edition,319,2018,2018,2019/08/06,2019/08/05,,,read,,,,1,0
16131032,"Abaddon’s Gate (The Expanse, #3)",James S.A. Corey,"Corey, James S.A.",,,,5.0,Orbit,Paperback,539,2013,2013,2019/07/19,2019/07/19,,,read,,,,1,0
12591698,"Caliban’s War (The Expanse, #2)",James S.A. Corey,"Corey, James S.A.",,1841499900,9781841499901,5.0,"Orbit/Little, Brown Book Group",Paperback,624,2012,2012,2019/07/13,2019/06/23,,,read,,,,1,0
97412,On the Shortness of Life: Life Is Long if You Know How to Use It (Penguin Great Ideas),Seneca,"Seneca, Seneca",C.D.N. Costa,0143036327,9780143036326,0,Penguin Books,Paperback,106,2005,49,,2019/07/02,to-read,to-read (#1),to-read,,,,0,0
39863499,How to Think Like a Roman Emperor: The Stoic Philosophy of Marcus Aurelius,Donald J. Robertson,"Robertson, Donald J.",,,,4.0,St. Martin's Press,Hardcover,304,2019,2019,2019/06/23,2019/06/04,,,read,,,,1,0
8855321,Leviathan Wakes,James S.A. Corey,"Corey, James S.A.",,1841499889,9781841499888,5.0,Orbit,Paperback,561,2011,2011,2019/06/20,2019/06/17,,,read,,,,1,0
119322,"The Golden Compass (His Dark Materials, #1)",Philip Pullman,"Pullman, Philip",,0679879242,9780679879244,4.0,RANDOM HOUSE TRADE,Hardcover,399,1996,1995,2019/06/04,2019/05/31,,,read,,,,1,0
3974,The Terror,Dan Simmons,"Simmons, Dan",,0316017442,9780316017442,4.0,"Little, Brown and Company",Hardcover,835,2007,2007,2019/05/28,2019/03/04,,,read,,,,1,0
25915488,A Guide to Complicated Watches,François LeCoultre,"LeCoultre, François",,288175001X,9782881750014,4.0,Antoine Simonin,Hardcover,0,2004,,2019/05/14,2019/04/22,,,read,,,,1,0
38743564,"Billion Dollar Whale: The Man Who Fooled Wall Street, Hollywood, and the World",Tom         Wright,"Wright, Tom",Bradley Hope,031643650X,9780316436502,4.0,Hachette Books,Hardcover,400,2018,2018,2019/05/07,2019/05/05,,,read,,,,1,0
17245,Dracula,Bram Stoker,"Stoker, Bram","David J. Skal, Nina Auerbach, Rubén Toledo",0393970124,9780393970128,5.0,Norton,Paperback,488,1986,1897,2019/04/13,2019/04/12,,,read,,,,1,0
17345242,The World of Ice & Fire: The Untold History of Westeros and the Game of Thrones,George R.R. Martin,"Martin, George R.R.","Elio M. García Jr., Linda Antonsson",0553805444,9780553805444,5.0,Random House Worlds,Hardcover,326,2014,2014,2019/04/12,2018/10/03,,,read,,,,1,0
11573,The Dead Zone,Stephen  King,"King, Stephen",,,,4.0,Signet/New American Library,Mass Market Paperback,402,1980,1979,2019/04/10,2019/04/01,,,read,,,,1,0
33124137,Pet Sematary,Stephen  King,"King, Stephen",,,,5.0,Scribner,Kindle Edition,580,2014,1983,2019/03/27,2019/03/25,favorites,favorites (#19),read,,,,1,0
205589,First Man: The Life of Neil A. Armstrong,James R. Hansen,"Hansen, James R.",,0743257510,9780743257510,5.0,Simon & Schuster,Paperback,784,2006,2005,2019/03/24,2019/03/20,favorites,favorites (#18),read,,,,1,0
7332,The Silmarillion,J.R.R. Tolkien,"Tolkien, J.R.R.","Christopher Tolkien, Ted Nasmith",0618391118,9780618391110,5.0,Houghton Mifflin Company,Hardcover,386,2004,1977,2019/03/16,2014/02/22,,,read,,,,1,0
37886498,The Practicing Stoic,Ward Farnsworth,"Farnsworth, Ward",,1567926118,9781567926118,4.0,"David R. Godine, Publisher",Hardcover,292,2018,2018,2019/02/26,2019/02/04,,,read,,,,1,0
18668059,The Obstacle Is the Way: The Timeless Art of Turning Trials into Triumph,Ryan Holiday,"Holiday, Ryan",,1591846358,9781591846352,5.0,Portfolio,Hardcover,201,2014,2014,2019/02/08,2019/02/04,,,read,,,,1,0
40792913,"Altered Carbon (Takeshi Kovacs, #1)",Richard K. Morgan,"Morgan, Richard K.",,,,4.0,Del Rey,Kindle Edition,544,2018,2002,2019/02/04,2018/12/21,,,read,,,,1,0
25923489,Breguet: Art and Innovation In Watchmaking,Emmanuel Breguet,"Breguet, Emmanuel",Martin Chapman,3791354671,9783791354675,5.0,Prestel,Hardcover,176,2015,2015,2019/01/07,2018/08/27,,,read,,,,1,0
7234072,Masters of Contemporary Watchmaking,Michael Clerizo,"Clerizo, Michael",,0500514852,9780500514856,5.0,Thames & Hudson,Hardcover,292,2009,2009,2019/01/07,2018/08/27,,,read,,,,1,0
5907,"The Hobbit, or There and Back Again",J.R.R. Tolkien,"Tolkien, J.R.R.","Douglas A. Anderson, Michael Hague, Jemima Catlin",,,4.0,Houghton Mifflin,Paperback,366,2002,1937,2018/12/28,2014/02/22,,,read,,,,1,0
57936,Seven Pillars of Wisdom: A Triumph,T.E. Lawrence,"Lawrence, T.E.",,0385418957,9780385418959,4.0,Anchor,Paperback,784,1991,1926,2018/12/28,2018/09/26,,,read,,,,1,0
377965,The History of the Decline and Fall of the Roman Empire Volume I,Edward Gibbon,"Gibbon, Edward",David P. Womersley,0140433937,9780140433937,5.0,Penguin Classics,Paperback,1114,1996,1776,2018/12/28,2018/10/10,,,read,,,,1,0
36260417,Creative Quest,Ahmir Thompson,"Thompson, Ahmir",,0062670557,9780062670557,5.0,Ecco,Hardcover,288,2018,2018,2018/12/21,2018/12/06,,,read,,,,1,0
37976541,Bad Blood: Secrets and Lies in a Silicon Valley Startup,John Carreyrou,"Carreyrou, John",,,,4.0,Knopf,Hardcover,339,2018,2018,2018/12/11,2018/12/06,,,read,,,,1,0
816,Cryptonomicon,Neal Stephenson,"Stephenson, Neal",,,,4.0,Avon,Mass Market Paperback,1152,2002,1999,2018/12/06,2018/09/14,,,read,,,,1,0
39713508,"The Watch, Thoroughly Revised: The Art and Craft of Watchmaking",Gene  Stone,"Stone, Gene",Stephen Pulvirent,1683353358,9781683353355,5.0,Abrams Books,Kindle Edition,1101,2018,2006,2018/12/02,2018/12/02,,,read,,,,1,0
89717,The Haunting of Hill House,Shirley Jackson,"Jackson, Shirley",Laura Miller,0143039989,9780143039983,3.0,Penguin Classics,Paperback,182,2006,1959,2018/11/01,2018/10/31,,,read,,,,1,0
3135895,Watching the Watchmen: The Definitive Companion to the Ultimate Graphic Novel,Dave Gibbons,"Gibbons, Dave",,1848560419,9781848560413,5.0,Titan Books,Hardcover,256,2008,2008,2018/10/31,2018/10/31,,,read,,,,1,0
17316544,Remote: Office Not Required,Jason Fried,"Fried, Jason",David Heinemeier Hansson,0804137501,9780804137508,4.0,Crown Currency,Hardcover,256,2013,2013,2018/10/24,2018/10/24,,,read,,,,1,0
41484912,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",Terry Pratchett,"Pratchett, Terry",Neil Gaiman,,,4.0,Harper Audio,Audible Audio,13,2009,1990,2018/09/05,2018/09/01,,,read,,,,1,0
35068360,Paul: A Biography,N.T. Wright,"Wright, N.T.",,0062198270,9780062198273,4.0,HarperOne,ebook,480,2018,2018,2018/10/20,2018/09/05,,,read,,,,1,0
34536546,Principles: Life and Work,Ray Dalio,"Dalio, Ray",,1501124021,9781501124020,4.0,Avid Reader Press / Simon & Schuster,Hardcover,592,2017,2017,2018/09/09,2017/12/04,,,read,,,,1,0
13087982,"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,"Martin, George R.R.",,,,5.0,Random House Worlds,Mass Market Paperback,1123,2013,2011,2018/07/30,2014/02/22,favorites,favorites (#16),read,,,,1,0
13253102,"A Storm of Swords (A Song of Ice and Fire, #3)",George R.R. Martin,"Martin, George R.R.",,,,4.0,Bantam Books,Mass Market Paperback,1177,2011,2000,2018/03/27,2017/12/26,,,read,,,,1,0
28286020,Secrets of Sleep Science: From Dreams to Disorders,H. Craig Heller,"Heller, H. Craig",,159803913X,9781598039139,4.0,The Great Courses Teaching Company,Audio CD,0,2013,2013,2018/10/14,2018/10/06,,,read,,,,1,0
6518085,Pro Git (Expert's Voice in Software Development),Scott Chacon,"Chacon, Scott",,1430218339,9781430218333,4.0,Apress,Paperback,290,2009,2009,2018/10/10,2018/10/04,,,read,,,,1,0
39728539,"An Absolutely Remarkable Thing (The Carls, #1)",Hank Green,"Green, Hank",,1524744123,9781524744120,4.0,E P Dutton,Hardcover,343,2018,2018,2018/10/03,2018/09/26,,,read,,,,1,0
1168191,Meditations,Marcus Aurelius,"Aurelius, Marcus",Gregory Hays,0812968255,9780812968255,4.0,Modern Library,Paperback,256,2003,180,2018/10/03,2018/05/20,,,read,,,,1,0
36361178,A Man & His Watch: Iconic Watches and Stories from the Men Who Wore Them (A Man & His Series Book 1),Matt Hranek,"Hranek, Matt",,,,5.0,Artisan,Kindle Edition,217,2017,,2018/09/25,2018/09/25,,,read,,,,1,0
41012533,Fear: Trump in the White House,Bob Woodward,"Woodward, Bob",,1501175513,9781501175510,5.0,Simon & Schuster,Hardcover,448,2018,2018,2018/09/14,2018/09/11,,,read,,,,1,0
37638098,Creative Selection: Inside Apple's Design Process During the Golden Age of Steve Jobs,Ken Kocienda,"Kocienda, Ken",,1250194466,9781250194466,4.0,St. Martin's Press,Hardcover,264,2018,2018,2018/09/09,2018/09/08,,,read,,,,1,0
18635622,"A Knight of the Seven Kingdoms (The Tales of Dunk and Egg, #1-3)",George R.R. Martin,"Martin, George R.R.",Gary Gianni,,,5.0,Bantam Books,Hardcover,355,2015,2015,2017/09/19,2017/08/04,favorites,favorites (#6),read,,,,2,0
13,"The Ultimate Hitchhiker’s Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1-5)",Douglas Adams,"Adams, Douglas",,0345453743,9780345453747,5.0,Del Rey Books,Paperback,815,2002,1996,2018/08/23,2018/08/21,,,read,,,,1,0
34427200,"The Four: The Hidden DNA of Amazon, Apple, Facebook, and Google",Scott Galloway,"Galloway, Scott",,0735213658,9780735213654,4.0,Portfolio,Hardcover,320,2017,2017,2018/08/19,2017/12/01,,,read,,,,1,0
35068432,I'll Be Gone in the Dark: One Woman's Obsessive Search for the Golden State Killer,Michelle McNamara,"McNamara, Michelle","Gillian Flynn, Patton Oswalt",0062319809,9780062319807,4.0,Harper,ebook,352,2018,2018,2018/08/03,2018/07/30,,,read,,,,1,0
